"ID","manufacturer","model","model_name","year","body_style","power","ccm","cylinders","steering","transmission","drive","fuel","condition","price"
221828,"BMW","8 Series","850i",1990,"Coupe",220,4988,12,"Left (LHD)","Manual","Rear","Petrol","Original",22900
254552,"Austin-Healey","3000","3000 Mk III (BJ8)",1966,"Convertible",110,3000,6,"Left (LHD)","Manual","Rear","Petrol","Original",69900
242696,"BMW","3 Series","320i",1989,"Convertible",93,1991,6,"Left (LHD)","Manual","Rear","Petrol","Original",12900
197165,"Mini","Moke","Moke",1982,"Convertible",38,998,4,"Left (LHD)","Manual","Front","Petrol","Original",14900
216351,"Mercedes-Benz","SL-Class","350 SLC",1972,"Coupe",147,3499,8,"Left (LHD)","Manual","Rear","Petrol","Original",23900
250726,"Jeep","CJ-5","CJ-5",1982,"4x4",110,4981,8,"Left (LHD)","Manual","4WD","Petrol","Original",24900
256192,"FIAT","124","Spider 2000",1980,"Convertible",77,1995,4,"Left (LHD)","Manual","Rear","Petrol","Original",19900
256189,"Mercedes-Benz","E-Class","300 TE 4-Matic",1991,"Estate",132,2960,4,"Left (LHD)","Manual","4WD","Petrol","Original",11900
236255,"Lancia","Fulvia","Fulvia 3",1975,"Coupe",66,1300,4,"Left (LHD)","Manual","Front","Petrol","Original",15900
261208,"Volkswagen","Transporter","T3 Kombi 1.6 D",1984,"Bus",36,188,4,"Left (LHD)","Manual","Rear","Petrol","Original",13900
238875,"British Leyland","Mini","Clubman Estate 1100",1980,"Estate",31,1098,4,"Left (LHD)","Manual","Front","Petrol","Original",8900
269928,"Volkswagen","Transporter","T3 California 2.1",1990,"Bus",82,2109,4,"Left (LHD)","Manual","Rear","Petrol","Original",34500
251499,"Land Rover","Range Rover","Range Rover Classic 3.5",1981,"4x4",97,3532,8,"Left (LHD)","Manual","4WD","Petrol","Part-Restored",35000
230286,"Opel","Kadett","Kadett 2,0 EH GT/E",1978,"Coupe",158,1978,4,"Left (LHD)","Manual","Rear","Petrol","Recreation",55000
230274,"Porsche","911","911 2.7 S",1976,"Coupe",169,3200,6,"Left (LHD)","Manual","Rear","Petrol","Authentic",57000
236460,"Porsche","911","911 Carrera",1997,"Convertible",221,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",125000
232405,"Austin-Healey","3000","3000 Mk III (BJ8)",1964,"Convertible",109,2912,6,"Left (LHD)","Manual","Rear","Petrol","Restored",99500
230296,"Lancia","Delta","Delta HF Integrale",1990,"Saloon",130,1981,4,"Left (LHD)","Manual","4WD","Petrol","Original",35000
230298,"Porsche","911","911 2.0",1967,"Coupe",118,1991,6,"Left (LHD)","Manual","Rear","Petrol","Restored",127500
230230,"Porsche","928","928 GTS",1994,"Coupe",257,5,8,"Left (LHD)","Manual","Rear","Petrol","Original",68500
269922,"Renault","R 5","R 5 GT Turbo",1987,"Saloon",85,1387,4,"Left (LHD)","Manual","Rear","Petrol","Original",17900
269921,"Audi","quattro","quattro",1981,"Coupe",147,2144,5,"Left (LHD)","Manual","4WD","Petrol","Original",72900
269919,"FIAT","Coupé","Coupé 2.0 16V Turbo",1995,"Coupe",140,1995,4,"Left (LHD)","Manual","Front","Petrol","Authentic",17590
269914,"MG","T-Type","TD",1953,"Convertible",40,1250,4,"Left (LHD)","Manual","Rear","Petrol","Restored",39900
269911,"Maserati","Biturbo","Maserati Biturbo 2.5 E",1984,"Coupe",138,2491,6,"Left (LHD)","Manual","Rear","Petrol","Original",24390
269908,"Mercedes-Benz","E-Class","230 CE",1988,"Coupe",97,2276,4,"Left (LHD)","Manual","Rear","Petrol","Original",14990
269886,"Autobianchi","A112","A112 Abarth",1978,"Saloon",51,1036,4,"Left (LHD)","Manual","Front","Petrol","Original",10000
269901,"FIAT","500","500 L",1971,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",7700
269897,"Innocenti","Mini","Mini 1001 Export",1972,"Saloon",35,998,4,"Left (LHD)","Manual","Front","Petrol","Original",5999
269895,"Alfa Romeo","75","75 1.8",1990,"Saloon",88,1779,4,"Left (LHD)","Manual","Rear","Petrol","Original",7000
269896,"MG","T-Type","TD",1955,"Convertible",40,1250,4,"Left (LHD)","Manual","Rear","Petrol","Original",39500
269902,"FIAT","500","500 R",1973,"Saloon",13,594,2,"Left (LHD)","Manual","Rear","Petrol","Original",6000
269894,"Opel","Corsa","Corsa 1.4 i",1997,"Small car",66,1389,4,"Left (LHD)","Manual","Front","Petrol","Original",4500
269888,"FIAT","Coupé","Coupé 1.8 16V",1998,"Coupe",96,1747,4,"Left (LHD)","Manual","Front","Petrol","Original",4600
269898,"FIAT","600","600",1960,"Saloon",16,633,4,"Left (LHD)","Manual","Rear","Petrol","Original",7000
269900,"BMW","3 Series","320i",2001,"Saloon",125,2171,6,"Left (LHD)","Manual","Rear","Petrol","Original",6900
269899,"Alfa Romeo","Giulietta","Giulietta Sprint",1959,"Coupe",59,1290,4,"Left (LHD)","Manual","Rear","Petrol","Original",55000
269882,"FIAT","500","500 R",1973,"Saloon",13,594,2,"Left (LHD)","Manual","Rear","Petrol","Original",15000
269891,"FIAT","500","500 D",1963,"Convertible",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",15000
269865,"BMW","3 Series","316",1980,"Saloon",66,1563,4,"Left (LHD)","Manual","Rear","Petrol","Original",18990
267719,"Audi","A6","A6 Avant 45 TFSI",2019,"Estate",180,1984,4,"Left (LHD)","Automatic","Front","Petrol","Original",40200
269876,"Lancia","Flavia","Flavia Coupé 2000",1973,"Coupe",86,1991,4,"Left (LHD)","Manual","Front","Petrol","Original",27000
269834,"Mazda","323","323 Turbo 4WD",1991,"Saloon",120,1840,4,"Left (LHD)","Manual","4WD","Petrol","Original",15200
269879,"Porsche","911","911 SC 3.0",1983,"Convertible",150,2994,6,"Left (LHD)","Manual","Rear","Petrol","Original",52000
269840,"FIAT","500","500 L",1971,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",5000
269872,"FIAT","X 1/9","X 1/9",1976,"Convertible",56,1300,4,"Left (LHD)","Manual","Rear","Petrol","Original",12500
269848,"FIAT","500","500 L",1971,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",6000
269878,"FIAT","500","500 C Belvedere",1954,"Estate",12,569,4,"Left (LHD)","Manual","Rear","Petrol","Original",9800
269835,"FIAT","500","500 L",1971,"Saloon",16,650,2,"Left (LHD)","Manual","Rear","Petrol","Original",5200
269877,"FIAT","500","500 F",1967,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",5900
269874,"Autobianchi","Bianchina","Bianchina",1969,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",9000
269837,"Alfa Romeo","1900","1900 Berlina",1953,"Saloon",59,1884,4,"Left (LHD)","Manual","Rear","Petrol","Original",60000
269869,"Bentley","R-Type","R-Type",1955,"Saloon",101,4566,6,"Left (LHD)","Manual","Rear","Petrol","Original",50000
269845,"FIAT","Ritmo","Ritmo 60",1986,"Saloon",43,1116,4,"Left (LHD)","Manual","Front","Petrol","Original",3000
269766,"Mercedes-Benz","123","280 CE",1977,"Coupe",136,2746,6,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",16500
269514,"BMW","3.0","3.0 CSi",1971,"Coupe",147,2985,6,"Left (LHD)","Manual","Rear","Petrol","Restored",50000
269571,"Rolls-Royce","Wraith","Wraith",1939,"Saloon",88,4257,6,"Left (LHD)","Manual","Rear","Petrol","Original",32500
269567,"Lancia","Fulvia","Fulvia 1.3 S",1975,"Coupe",66,1298,4,"Left (LHD)","Manual","Front","Petrol","Original",18950
269562,"Jaguar","XJ S","XJ-SC V12",1985,"Convertible",198,5343,12,"Left (LHD)","Automatic","Rear","Petrol","Original",21850
269565,"Jaguar","XJ S","XJS 6.0",1995,"Convertible",222,5993,12,"Left (LHD)","Manual","Rear","Petrol","Original",19500
269566,"MG","T-Type","TD",1951,"Convertible",40,1250,4,"Left (LHD)","Manual","Rear","Petrol","Original",9950
269531,"Chevrolet","Corvette","Corvette Sting Ray",1965,"Coupe",224,5,8,"Left (LHD)","Manual","Rear","Petrol","Restored",67500
267686,"Porsche","911","911 Turbo",2008,"Convertible",353,3600,6,"Left (LHD)","Manual","4WD","Petrol","Original",93000
269873,"Peugeot","403","403",1958,"Saloon",43,1468,4,"Left (LHD)","Manual","Rear","Petrol","Original",8500
267690,"Ferrari","F430","F430 Spider",2007,"Convertible",360,4308,8,"Left (LHD)","Manual","Rear","Petrol","Original",105000
269843,"Porsche","Cayenne","Cayenne GTS",2012,"4x4",298,4806,8,"Left (LHD)","Automatic","4WD","Petrol","Original",27900
269847,"Audi","A4","RS4",2006,"Saloon",309,4163,8,"Left (LHD)","Manual","4WD","Petrol","Original",33900
267725,"Volvo","P 1800","P 1800",1962,"Coupe",66,1767,4,"Left (LHD)","Manual","Rear","Petrol","Original",69900
269094,"Mercedes-Benz","SL-Class","SL 320",1994,"Convertible",170,3199,6,"Left (LHD)","Automatic","Rear","Petrol","Original",23900
267724,"Mercedes-Benz","S-Class","500 SEL",1982,"Saloon",170,4939,8,"Left (LHD)","Automatic","Rear","Petrol","Original",39900
269095,"MG","MGB","MGB",1980,"Convertible",62,1767,4,"Left (LHD)","Manual","Rear","Petrol","Original",41500
269868,"Volkswagen","Beetle","Beetle 1303",1979,"Convertible",37,1570,4,"Left (LHD)","Manual","Rear","Petrol","Original",29900
269817,"FIAT","508","508 S Balilla Sport",1935,"Convertible",26,995,4,"Left (LHD)","Manual","Rear","Petrol","Original",178000
269819,"Alfa Romeo","8C","8C Spider",2009,"Convertible",331,4691,8,"Left (LHD)","Automatic","Rear","Petrol","Original",238000
269588,"Mini","Mini","Mini 1.3i Kensington",1996,"Saloon",38,1275,4,"Left (LHD)","Manual","Front","Petrol","Original",13900
269595,"Rover","Mini","Mini Cooper 1,3",1994,"Convertible",46,1275,4,"Left (LHD)","Manual","Front","Petrol","Original",24900
269599,"Renault","4 CV","4 CV",1956,"Saloon",32,748,4,"Left (LHD)","Manual","Rear","Petrol","Original",3900
269591,"Morris","Minor","Minor 1000 Traveller",1967,"Estate",35,1098,4,"Left (LHD)","Manual","Rear","Petrol","Original",1490
269863,"Packard","Six","Six",1927,"Estate",59,4729,6,"Left (LHD)","Manual","Rear","Petrol","Restored",82500
269857,"Porsche","944","944 Turbo S",1988,"Coupe",184,2449,4,"Left (LHD)","Manual","Rear","Petrol","Original",34900
269852,"Mercury","Cougar","Cougar XR-7",1971,"Coupe",191,5800,8,"Left (LHD)","Automatic","Rear","Petrol","Original",26900
269832,"Jaguar","SS","SS 1",1934,"Convertible",55,2552,6,"Right (RHD)","Manual","Rear","Petrol","Restored",120000
269627,"Porsche","911","911 Carrera",1996,"Convertible",210,3600,6,"Left (LHD)","Automatic","Rear","Petrol","Original",79993
257949,"Giannini","Cinquecento","Cinquecento 1.1i",1996,"Small car",40,1108,4,"Left (LHD)","Manual","Front","Petrol","Original",5500
269844,"FIAT","124","124 Vignale Coupé Eveline",1969,"Coupe",44,1197,4,"Left (LHD)","Manual","Rear","Petrol","Original",23900
269836,"Jaguar","E-Type","E-Type V12",1971,"Convertible",203,5343,12,"Left (LHD)","Manual","Rear","Petrol","Original",129000
269822,"Porsche","911","911 Turbo 3.0",1977,"Coupe",191,2994,6,"Left (LHD)","Manual","Rear","Petrol","Original",175000
269831,"Jaguar","XK","XKR",2006,"Convertible",306,4196,8,"Left (LHD)","Automatic","Rear","Petrol","Authentic",62000
269784,"Abarth","595","Fiat 595",1970,"Saloon",20,499,4,"Left (LHD)","Manual","Rear","Petrol","Original",51000
269805,"Jaguar","XJ","XJ 8 Sovereign",1998,"Saloon",174,3248,8,"Left (LHD)","Automatic","Rear","Petrol","Original",8800
269814,"Mini","Cooper S","Cooper S",2005,"Small car",125,1598,4,"Left (LHD)","Manual","Front","Petrol","Original",18500
269797,"FIAT","500","500 C Belvedere",1953,"Estate",12,569,4,"Left (LHD)","Manual","Rear","Petrol","Original",18500
269794,"FIAT","1100","1100-103 TV",1955,"Saloon",37,1089,4,"Left (LHD)","Manual","Rear","Petrol","Original",44500
269809,"Porsche","911","911 Carrera",1997,"Convertible",210,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",104000
269623,"Ford","Model A","Model A",1928,"Convertible",29,3285,4,"Left (LHD)","Manual","Rear","Petrol","Original",35000
269761,"Alfa Romeo","GTV","2000 GT Veloce",1971,"Coupe",96,1962,4,"Left (LHD)","Manual","Rear","Petrol","Restored",53000
249458,"Volkswagen","Beetle","Beetle 1200",1962,"Convertible",25,1192,4,"Left (LHD)","Manual","Rear","Petrol","Restored",52300
269628,"GMC","Task Force","Task Force ½-ton",1958,"Pick-up",197,6700,8,"Left (LHD)","Automatic","Rear","Petrol","Authentic",34800
269604,"Alfa Romeo","155","155 1.6 Twin Spark 16V",1997,"Saloon",88,1598,4,"Left (LHD)","Manual","Front","Petrol","Original",13950
269589,"FIAT","500","500",2009,"Small car",51,1242,4,"Left (LHD)","Manual","Front","Petrol","Original",5900
269587,"Citroën","2 CV","2 CV",1960,"Saloon",10,425,2,"Left (LHD)","Manual","Front","Petrol","Original",16900
269607,"BMW","Z3","Z3 2.0",2000,"Convertible",110,1991,6,"Left (LHD)","Automatic","Rear","Petrol","Original",13900
269586,"Volkswagen","Beetle","Beetle 1200",1965,"Saloon",25,1192,4,"Left (LHD)","Manual","Rear","Petrol","Original",16900
269612,"Mercedes-Benz","SLK","SLK 230 Kompressor",2003,"Convertible",146,2295,4,"Left (LHD)","Automatic","Rear","Petrol","Original",9900
269590,"BMW","Z3","Z3 1.9i",2002,"Convertible",85,1895,4,"Left (LHD)","Manual","Rear","Petrol","Original",12900
269606,"Mercedes-Benz","SLK","SLK 200 Kompressor",2000,"Convertible",121,1998,4,"Left (LHD)","Automatic","Rear","Petrol","Original",9900
219541,"Porsche","911","911 Targa 4S",2007,"Coupe",261,3824,6,"Left (LHD)","Automatic","4WD","Petrol","Original",61000
256177,"Morgan","Plus Six","Plus Six",2021,"Convertible",250,2998,6,"Left (LHD)","Automatic","Rear","Petrol","Original",119500
253343,"Mercedes-Benz","SL-Class","280 SL",1969,"Convertible",125,2778,6,"Left (LHD)","Manual","Rear","Petrol","Restored",119200
252796,"Ferrari","599","599 GTB Fiorano",2008,"Coupe",456,5999,12,"Left (LHD)","Semi-Automatic","Rear","Petrol","Original",161500
252032,"Morgan","3-Wheeler","3-Wheeler",2021,"Convertible",60,1,2,"Left (LHD)","Manual","Rear","Petrol","Original",66400
264604,"Mercedes-Benz","SLS AMG","SLS AMG GT",2013,"Coupe",435,6208,8,"Left (LHD)","Automatic","Rear","Petrol","Original",307100
256215,"Ferrari","F12","F12tdf",2016,"Coupe",574,6262,12,"Left (LHD)","Semi-Automatic","Rear","Petrol","Original",880500
163807,"Porsche","928","928 S4",1990,"Coupe",232,4957,8,"Left (LHD)","Automatic","Rear","Petrol","Original",70800
255674,"Mercedes-Benz","SL-Class","SL 600",2000,"Convertible",290,5987,12,"Left (LHD)","Automatic","Rear","Petrol","Original",53100
237369,"Alfa Romeo","4C","4C",2017,"Coupe",177,1742,4,"Left (LHD)","Automatic","Rear","Petrol","Original",66400
264585,"BMW","Z8","Z8",2001,"Convertible",294,4941,8,"Left (LHD)","Manual","Rear","Petrol","Original",223000
195183,"Alfa Romeo","Giulia","Giulia GT 1300 Junior",1971,"Coupe",65,1290,4,"Left (LHD)","Manual","Rear","Petrol","Restored",26500
151176,"Citroën","SM","SM",1972,"Coupe",125,2670,6,"Left (LHD)","Manual","Front","Petrol","Restored",55000
216831,"Citroën","Traction Avant","Traction Avant 11 BL",1955,"Saloon",41,1911,4,"Left (LHD)","Manual","Front","Petrol","Restored",26500
244964,"Porsche","911","911 Carrera",2018,"Convertible",272,2981,6,"Left (LHD)","Automatic","4WD","Petrol","Original",114900
223046,"Mercedes-Benz","S-Class","S 500 Coupe",1994,"Coupe",235,4973,8,"Left (LHD)","Automatic","Rear","Petrol","Original",16900
236635,"Citroën","C6","C6 3.0 V6",2006,"Saloon",155,2946,6,"Left (LHD)","Automatic","Front","Petrol","Original",25800
256729,"Porsche","356","356 C 1600",1965,"Coupe",55,1571,4,"Left (LHD)","Manual","Rear","Petrol","Original",125000
269501,"Lancia","Flavia","Flavia Milleotto",1968,"Saloon",63,1800,4,"Left (LHD)","Manual","Front","Petrol","Original",5000
198271,"Alfa Romeo","Giulia","Giulia 1750 GT Am",1971,"Coupe",147,2000,4,"Left (LHD)","Manual","Rear","Petrol","Recreation",95000
269616,"Lancia","Beta","Beta HPE 2000",1977,"Saloon",88,1995,4,"Left (LHD)","Manual","Front","Petrol","Original",19850
251942,"Rover","Mini","Mini British Open Classic",1994,"Small car",46,1275,4,"Left (LHD)","Manual","Front","Petrol","Authentic",9500
267208,"Volkswagen","Golf","Golf IV 1.4",2000,"Saloon",55,1390,4,"Left (LHD)","Manual","Front","Petrol","Original",4200
256071,"Mercedes-Benz","E-Class","200 CE",1992,"Coupe",90,1998,4,"Left (LHD)","Manual","Rear","Methanol","Restoration project",4900
245716,"FIAT","500","500 A Topolino",1947,"Saloon",10,569,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",14500
245395,"Lawil","S3","S3",1971,"Convertible",9,246,2,"Left (LHD)","Manual","Front","Petrol","Authentic",5800
255842,"Lancia","Delta","Delta",1982,"Saloon",55,1301,4,"Left (LHD)","Manual","Front","Petrol","Original",2500
245054,"Alfa Romeo","Alfetta","Alfetta GT 1.6",1979,"Coupe",79,1570,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",15500
249351,"FIAT","850","850 Coupe",1966,"Coupe",35,843,4,"Left (LHD)","Manual","Rear","Petrol","Restoration project",4500
245081,"Alfa Romeo","GTV","1750 GT Veloce",1968,"Coupe",83,1779,4,"Left (LHD)","Manual","Rear","Petrol","Restored",58000
245797,"Mercedes-Benz","SL-Class","SL 320",1993,"Convertible",170,3199,6,"Left (LHD)","Automatic","Rear","Petrol","Original",19900
253429,"FIAT","1100","1100 D",1963,"Saloon",37,1221,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",5500
250604,"FIAT","130","130 Coupé",1974,"Coupe",121,3235,6,"Left (LHD)","Manual","Rear","Petrol","Restoration project",4500
263214,"Alfa Romeo","Spider","1.6 Spider",1990,"Convertible",79,1570,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",22500
269597,"MG","T-Type","TF",1954,"Convertible",42,1250,4,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",29500
269596,"Mercedes-Benz","S-Class","380 SE",1980,"Saloon",160,3818,8,"Left (LHD)","Automatic","Rear","Petrol","Original",29500
269594,"Porsche","911","911 Turbo 3.3",1988,"Convertible",221,3299,6,"Left (LHD)","Manual","Rear","Petrol","Original",149500
239814,"Pontiac","Firebird","Firebird",1969,"Convertible",195,5733,8,"Left (LHD)","Manual","Rear","Petrol","Original",34900
269580,"Alpine","A 610","A 610 3000",1992,"Coupe",184,2975,6,"Left (LHD)","Manual","Rear","Petrol","Original",55000
269579,"MG","Midget","Midget",1961,"Convertible",34,948,4,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",9500
269523,"Renault","R 15","R 15 TS",1975,"Coupe",66,1600,4,"Left (LHD)","Manual","Front","Petrol","Original",9800
267235,"Renault","Dauphine","Dauphine Gordini",1970,"Saloon",28,845,4,"Left (LHD)","Manual","Rear","Petrol","Restored",9500
269522,"Studebaker","Champion","Champion",1958,"Saloon",75,3032,6,"Left (LHD)","Manual","Rear","Petrol","Authentic",13000
269504,"Mercedes-Benz","E-Class","E 320",1993,"Saloon",162,3199,6,"Left (LHD)","Automatic","Rear","Petrol","Original",6000
250698,"BMW","600","600",1958,"Small car",15,582,2,"Left (LHD)","Manual","Rear","Petrol","Restored",34950
260102,"Alfa Romeo","Giulietta","Giulietta Sprint Veloce",1958,"Coupe",66,1290,4,"Left (LHD)","Manual","Rear","Petrol","Restoration project",13000
260022,"Austin","Mini","Mini Mayfair",1984,"Saloon",30,998,4,"Left (LHD)","Manual","Front","Petrol","Original",4900
260109,"Autobianchi","A112","A112 Abarth",1978,"Saloon",51,1036,4,"Left (LHD)","Manual","Front","Petrol","Original",15900
266681,"Alfa Romeo","Giulietta","Giulietta Spider Veloce",1957,"Convertible",66,1290,4,"Left (LHD)","Manual","Rear","Petrol","Restored",138000
260120,"Lancia","Fulvia","Fulvia Sport 1.3 S (Zagato)",1969,"Coupe",66,1298,4,"Left (LHD)","Manual","Front","Petrol","Original",31500
267162,"Triumph","TR 4","TR 4A IRS",1965,"Convertible",76,2138,4,"Left (LHD)","Manual","Rear","Petrol","Original",37500
261106,"Volkswagen","Beetle","Beetle 1200",1962,"Convertible",25,1192,4,"Left (LHD)","Manual","Rear","Petrol","Restored",17600
269400,"Volkswagen","Transporter","T3 Caravelle 1.6 TD Syncro",1991,"Bus",51,1584,4,"Left (LHD)","Manual","4WD","Diesel","Original",8750
256531,"Rover","3.5 Litre","3.5 Litre",1972,"Saloon",116,3528,8,"Left (LHD)","Automatic","Rear","Petrol","Original",44500
269564,"Mercedes-Benz","SL-Class","560 SL",1988,"Convertible",169,5,8,"Left (LHD)","Automatic","Rear","Petrol","Original",28900
267472,"Rolls-Royce","20/25 HP","20/25 HP",1930,"Estate",55,3699,6,"Right (RHD)","Manual","Rear","Petrol","Original",68000
269558,"Alfa Romeo","Giulia","Giulia 1300 TI",1966,"Saloon",60,1290,4,"Left (LHD)","Manual","Rear","Petrol","Restored",23900
269559,"Lancia","Delta","Delta 1.6 HF",1988,"Saloon",103,1585,4,"Left (LHD)","Manual","Front","Petrol","Authentic",16800
268230,"Ford","Mustang","Mustang 289",1965,"Convertible",169,4727,8,"Left (LHD)","Automatic","Rear","Petrol","Original",46700
269546,"Lancia","Appia","Appia",1959,"Saloon",35,1090,4,"Left (LHD)","Manual","Rear","Petrol","Original",9800
269540,"Citroën","DS","DS 20 A",1973,"Saloon",66,1985,4,"Left (LHD)","Manual","Front","Petrol","Original",22900
269537,"FIAT","128","128 Coupe 3P",1976,"Coupe",47,1116,4,"Left (LHD)","Manual","Front","Petrol","Original",3990
269548,"Volvo","V40","V40 2.0 16V",1996,"Estate",103,1948,4,"Left (LHD)","Manual","Front","Petrol","Original",1800
269553,"Citroën","2 CV","2 CV 4",1976,"Saloon",19,435,2,"Left (LHD)","Manual","Front","Petrol","Original",12300
269549,"Rover","Mini","Mini 1.3i",1994,"Saloon",39,1275,4,"Left (LHD)","Manual","Front","Petrol","Original",6000
269551,"Citroën","2 CV","2 CV 4",1976,"Saloon",18,400,2,"Left (LHD)","Manual","Front","Petrol","Original",11900
269544,"Porsche","924","924",1981,"Coupe",92,1984,4,"Left (LHD)","Manual","Rear","Petrol","Original",10500
269545,"Mercedes-Benz","Ponton","220 SE",1959,"Coupe",88,2195,6,"Left (LHD)","Manual","Rear","Petrol","Restored",109000
269422,"Aston Martin","V8","V8 Volante",1984,"Convertible",224,5340,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",199000
192355,"Cadillac","Series 62","62 Convertible",1947,"Convertible",112,5700,8,"Left (LHD)","Automatic","Rear","Petrol","Original",135000
237008,"Mercedes-Benz","E-Class","320 TE",1992,"Estate",162,3199,6,"Left (LHD)","Automatic","Rear","Petrol","Original",11331
222853,"Toyota","Land Cruiser","Land Cruiser BJ 42",1981,"4x4",66,3431,4,"Left (LHD)","Manual","4WD","Diesel","Original",29000
223013,"Alfa Romeo","Montreal","Montreal",1974,"Coupe",143,2593,8,"Left (LHD)","Manual","Rear","Petrol","Original",67500
226030,"Volkswagen","Golf","Golf Mk I GTI 1.6",1982,"Saloon",81,1588,4,"Left (LHD)","Manual","Front","Petrol","Original",15000
257440,"Chevrolet","Corvette","Corvette",1992,"Coupe",224,5733,8,"Left (LHD)","Manual","Rear","Petrol","Original",25500
226061,"Porsche","944","944 S",1987,"Coupe",138,2449,4,"Left (LHD)","Manual","Rear","Petrol","Restored",21000
213201,"Volkswagen","Transporter","T1 Brasil",1975,"Bus",32,1493,4,"Left (LHD)","Manual","Rear","Petrol","Restored",48000
213067,"Alfa Romeo","75","75 1.8 Turbo Evoluzione",1987,"Saloon",114,1779,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",57000
220503,"FIAT","500","500 F",1967,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Restored",8000
204823,"Volkswagen","Golf","Golf Mk I GTI 1.8",1983,"Saloon",82,1760,4,"Left (LHD)","Manual","Front","Petrol","Original",22000
267249,"Volkswagen","Transporter","T3 Bus L 2.0",1981,"Bus",51,1970,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",24900
251951,"Mini","Clubman","Clubman",1981,"Estate",30,998,4,"Left (LHD)","Manual","Front","Petrol","Authentic",15900
235528,"Abarth","500","595 1.4 Turbo T-Jet Pista",2019,"Small car",118,1368,4,"Left (LHD)","Manual","Front","Petrol","Original",21700
259936,"Volkswagen","Transporter","T2a minibus",1969,"Bus",35,1776,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",44700
260013,"Volkswagen","Beetle","Beetle 1300",1972,"Convertible",32,1285,4,"Left (LHD)","Manual","Rear","Petrol","Original",19700
252774,"Alfa Romeo","Spider","Spider 3.0 V6 24V",2001,"Convertible",160,2959,6,"Left (LHD)","Manual","Front","Petrol","Original",25500
258264,"Volkswagen","Beetle","Beetle 1200",1972,"Saloon",25,1192,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",10900
249421,"BMW","3 Series","320/6",1981,"Saloon",90,1990,6,"Left (LHD)","Manual","Rear","Petrol","Original",9900
258265,"Volkswagen","Beetle","Beetle 1200 Standard ""Dickholmer""",1962,"Saloon",22,1192,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",19900
262984,"Volkswagen","Beetle","Beetle 1200 Standard ""Dickholmer""",1958,"Saloon",22,1192,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",24900
266331,"LTI","Fairway","Fairway",1996,"Saloon",58,2664,4,"Right (RHD)","Automatic","Rear","Diesel","Conversion/ Special",16900
160941,"Rolls-Royce","Silver Cloud","Silver Cloud III",1964,"Saloon",121,6230,8,"Right (RHD)","Automatic","Rear","Petrol","Authentic",63000
269497,"BMW","3 Series","M3",2002,"Coupe",252,3246,6,"Left (LHD)","Manual","Rear","Petrol","Original",54995
203811,"Porsche","911","911 Turbo",2001,"Coupe",309,3598,6,"Left (LHD)","Automatic","4WD","Petrol","Original",75500
269509,"Volkswagen","Beetle","Beetle 1200 Standard ""Dickholmer""",1958,"Saloon",22,1192,4,"Left (LHD)","Manual","Rear","Petrol","Original",24900
269506,"Volvo","940","940 2.3i",1997,"Saloon",99,2316,4,"Left (LHD)","Manual","Rear","Petrol","Original",11990
269503,"Mercedes-Benz","SL-Class","230 SL",1964,"Convertible",110,2306,6,"Left (LHD)","Manual","Rear","Petrol","Restored",77300
221436,"Porsche","911","911 Speedster",2010,"Convertible",300,3800,6,"Left (LHD)","Automatic","Rear","Petrol","Original",251900
231613,"Lancia","Fulvia","Fulvia Rallye HF 1.6",1970,"Coupe",85,1584,4,"Left (LHD)","Manual","Front","Petrol","Part-Restored",108900
231598,"Ferrari","550","550 Maranello",1997,"Coupe",357,5473,12,"Left (LHD)","Manual","Rear","Petrol","Original",116900
257942,"Mercedes-Benz","SEC","380 SEC",1983,"Coupe",160,3839,8,"Left (LHD)","Automatic","Rear","Petrol","Conversion/ Special",42200
200372,"Porsche","356","356 A 1600 S Speedster",1956,"Convertible",55,1,4,"Left (LHD)","Manual","Rear","Petrol","Restored",359000
200199,"Alpine","A 110","A 110 1600 S",1971,"Coupe",70,1600,4,"Left (LHD)","Manual","Rear","Petrol","Restored",168000
