"ID","manufacturer","model","model_name","year","body_style","power","ccm","cylinders","steering","transmission","drive","fuel","condition","price"
251319,"Aston Martin","Lagonda","Lagonda",1986,"Saloon",196,5340,8,"Left (LHD)","Automatic","Rear","Petrol","Part-Restored",72000
272338,"Volkswagen","Beetle","Beetle 1302",1972,"Saloon",25,1192,4,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",18500
272337,"Alfa Romeo","1900","1900 C Sprint",1953,"Coupe",54,1884,4,"Left (LHD)","Manual","Rear","Petrol","Restored",315000
272336,"Ford","Capri","Capri 1,6",1980,"Coupe",50,1593,4,"Left (LHD)","Manual","Rear","Petrol","Original",13500
272238,"Ferrari","Dino","Dino 308 GT4",1976,"Coupe",177,2926,8,"Left (LHD)","Manual","Rear","Petrol","Original",74900
272330,"Ferrari","328","328 GTS",1987,"Convertible",199,3185,8,"Left (LHD)","Manual","Rear","Petrol","Original",99500
272331,"BMW","Z8","Z8",2003,"Convertible",294,4941,8,"Left (LHD)","Manual","Rear","Petrol","Original",169500
272329,"Ferrari","575","575 Maranello F1",2003,"Coupe",379,5748,12,"Left (LHD)","Semi-Automatic","Rear","Petrol","Original",95500
272320,"Mercedes-Benz","SL-Class","560 SL",1989,"Convertible",169,5547,8,"Left (LHD)","Automatic","Rear","Petrol","Original",49500
272325,"Porsche","911","911 Turbo",2007,"Coupe",353,3600,6,"Left (LHD)","Automatic","4WD","Petrol","Original",76500
272322,"Porsche","911","911 Carrera 2",1991,"Convertible",184,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",69900
272326,"Ferrari","F 355","F 355 F1 GTS",1999,"Coupe",279,3495,8,"Left (LHD)","Semi-Automatic","Rear","Petrol","Original",79500
272279,"Alfa Romeo","Giulia","Giulia Sprint Speciale",1964,"Coupe",82,1570,4,"Left (LHD)","Manual","Rear","Petrol","Original",155000
272277,"Mercedes-Benz","SL-Class","280 SL",1976,"Convertible",136,2746,6,"Left (LHD)","Manual","Rear","Petrol","Original",22900
272297,"BMW","3 Series","M3",2004,"Coupe",252,3246,6,"Left (LHD)","Automatic","Rear","Petrol","Original",49990
272300,"BMW","Z1","Z1",1989,"Convertible",125,2494,6,"Left (LHD)","Manual","Rear","Petrol","Original",59990
272295,"BMW","5 Series","525e",1986,"Saloon",90,2693,6,"Left (LHD)","Manual","Rear","Petrol","Original",16990
272302,"Messerschmitt / FMR","KR","KR 200",1957,"Convertible",7,191,1,"Left (LHD)","Manual","Rear","Petrol","Original",27500
272301,"Ford","Capri","Capri 2,8i",1985,"Coupe",118,2772,6,"Left (LHD)","Manual","Rear","Petrol","Original",19500
272303,"Mercedes-Benz","SLS AMG","SLS AMG GT Roadster",2013,"Convertible",435,6208,8,"Left (LHD)","Automatic","Rear","Petrol","Original",225000
272305,"Maybach","62","62",2004,"Saloon",405,5513,12,"Left (LHD)","Automatic","Rear","Petrol","Original",90000
272327,"Mercedes-Benz","SL-Class","280 SL",1969,"Convertible",125,2778,6,"Left (LHD)","Automatic","Rear","Petrol","Original",149900
272324,"Porsche","911","911 Carrera 2 (WTL)",1992,"Convertible",184,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",119000
272294,"FIAT","1100","1100 E",1952,"Saloon",26,1089,4,"Left (LHD)","Manual","Rear","Petrol","Original",11000
272285,"Innocenti","Mini","Mini Minor 850",1971,"Saloon",25,848,4,"Left (LHD)","Manual","Front","Petrol","Original",7700
272304,"FIAT","500","500 L",1970,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",9200
272296,"Ford","Model A","Model A",1931,"Convertible",29,3285,4,"Left (LHD)","Manual","Rear","Petrol","Original",29500
272289,"Alfa Romeo","GTV","GTV 2.0 V6 Turbo",1996,"Coupe",149,1996,6,"Left (LHD)","Manual","Front","Petrol","Original",9000
272293,"Mercedes-Benz","CL-Class","CL 500",2001,"Coupe",225,4966,8,"Left (LHD)","Automatic","Rear","Petrol","Original",12900
272299,"Triumph","Spitfire","Spitfire 1500",1976,"Convertible",53,1493,4,"Left (LHD)","Manual","Rear","Petrol","Original",16500
272286,"Jaguar","XK","XK 150 FHC",1960,"Coupe",142,3442,6,"Left (LHD)","Manual","Rear","Petrol","Original",160000
272309,"Maserati","Biturbo","Biturbo S",1985,"Coupe",151,1995,6,"Left (LHD)","Manual","Rear","Petrol","Original",12000
272283,"Innocenti","Mini","Mini Cooper",1971,"Saloon",44,998,4,"Left (LHD)","Manual","Front","Petrol","Original",14000
272314,"Volkswagen","Beetle","Beetle 1200 Standard ""Dickholmer""",1963,"Saloon",22,1192,4,"Left (LHD)","Manual","Rear","Petrol","Original",16000
272291,"FIAT","Punto","Punto Cabrio S",1998,"Convertible",43,1242,4,"Left (LHD)","Manual","Front","Petrol","Original",6200
272292,"BMW","3 Series","328i",1997,"Convertible",142,2793,6,"Left (LHD)","Manual","Rear","Petrol","Original",11700
272267,"Maserati","Kyalami","Kyalami",1980,"Coupe",195,4136,8,"Left (LHD)","Manual","Rear","Petrol","Original",84000
272280,"Subaru","Impreza","Impreza WRX",1998,"Saloon",162,1994,4,"Left (LHD)","Manual","4WD","Petrol","Original",44000
272276,"Lotus","Elise","Elise 111R",2004,"Convertible",141,1796,4,"Left (LHD)","Manual","Rear","Petrol","Original",54000
272288,"FIAT","2300","2300",1965,"Estate",77,2279,6,"Left (LHD)","Manual","Rear","Petrol","Original",35000
269826,"Mercedes-Benz","L 710","LAF 710",1966,"Utility Vehicle",74,5675,6,"Left (LHD)","Manual","Rear","Diesel","Part-Restored",10900
271642,"Mercedes-Benz","S-Class","560 SEL",1989,"Saloon",200,5600,8,"Left (LHD)","Automatic","Rear","Petrol","Original",25500
270470,"ALPINA","B5","B5 Biturbo",2011,"Estate",373,4395,8,"Left (LHD)","Automatic","Rear","Petrol","Original",40900
269469,"Giannini","126","126 GP 650",1977,"Small car",20,594,2,"Left (LHD)","Manual","Rear","Petrol","Authentic",6900
269864,"FIAT","500","500 L",1970,"Saloon",13,500,2,"Left (LHD)","Manual","Rear","Petrol","Authentic",6000
259051,"BMW","7 Series","750iL",1999,"Saloon",240,5379,12,"Left (LHD)","Automatic","Rear","Petrol","Original",28900
272290,"Humber","Pullman","Pullman",1951,"Saloon",63,4086,6,"Right (RHD)","Automatic","Rear","Petrol","Original",8394
272282,"Porsche","Boxster","Boxster",2003,"Convertible",168,2687,6,"Left (LHD)","Automatic","Rear","Petrol","Original",18950
272284,"Mercedes-Benz","E-Class","E 350 CDI BlueEFFICIENCY",2011,"Convertible",195,2987,6,"Right (RHD)","Manual","Rear","Diesel","Original",9593
271181,"EMW","327","327-2",1955,"Convertible",42,1971,6,"Left (LHD)","Manual","Rear","Petrol","Restored",168000
272273,"Volkswagen","Beetle","Beetle 1300",1966,"Saloon",29,1285,4,"Right (RHD)","Manual","Rear","Petrol","Original",9593
268080,"Albion","Type 24","Type 24",1924,"Utility Vehicle",22,3898,4,"Right (RHD)","Manual","Rear","Petrol","Original",30910
265838,"Volkswagen","Transporter","T2b Camper",1970,"Bus",37,1584,4,"Right (RHD)","Manual","Rear","Petrol","Original",6133
242308,"Pontiac","Le Mans","Le Mans",1970,"Convertible",190,5798,8,"Left (LHD)","Automatic","Rear","Petrol","Original",29950
248896,"Chevrolet","Independence","Independence",1931,"Saloon",44,3179,6,"Left (LHD)","Manual","Rear","Petrol","Restored",19950
228884,"MG","MGC","MGC GT",1968,"Coupe",108,2912,6,"Left (LHD)","Manual","Rear","Petrol","Authentic",32500
248900,"Renault","Rodéo","Rodéo",1982,"4x4",33,1108,4,"Left (LHD)","Manual","Front","Petrol","Original",8950
115656,"Ferrari","308","308 GTSi",1981,"Convertible",157,2927,8,"Left (LHD)","Manual","Rear","Petrol","Original",72500
255813,"Volkswagen","Karmann Ghia","Karmann Ghia 1200",1962,"Coupe",25,1192,4,"Left (LHD)","Manual","Rear","Petrol","Original",32500
244724,"Volvo","262","262 C Bertone",1979,"Coupe",109,2664,6,"Left (LHD)","Automatic","Rear","Petrol","Original",21500
253780,"Jaguar","E-Type","E-Type",1970,"Convertible",195,4235,6,"Left (LHD)","Manual","Rear","Petrol","Restored",79950
230251,"Ford","Fairlane","Fairlane Skyliner",1959,"Convertible",140,4457,8,"Left (LHD)","Automatic","Rear","Petrol","Original",43950
255812,"Chevrolet","Corvette","Corvette",1994,"Coupe",224,5733,8,"Left (LHD)","Automatic","Rear","Petrol","Original",18950
236369,"Triumph","TR 4","TR 4",1962,"Convertible",74,2138,4,"Left (LHD)","Manual","Rear","Petrol","Restored",31950
220387,"Mercedes-Benz","SL-Class","450 SL",1977,"Convertible",165,4520,8,"Left (LHD)","Automatic","Rear","Petrol","Original",23450
255816,"GMC","Sierra","Sierra 1500",1993,"Pick-up",140,5733,8,"Left (LHD)","Automatic","4WD","Petrol","Original",21500
255814,"Pontiac","Le Mans","Le Mans",1968,"Coupe",198,5798,8,"Left (LHD)","Manual","Rear","Petrol","Original",29950
272112,"Kässbohrer Setra","S 315","S 315 HD",1900,"Bus",269,14,8,"Left (LHD)","Manual","Rear","Petrol","Original",24000
272118,"Alfa Romeo","1900","1900 CSS Ghia-Aigle",1957,"Coupe",85,1880,4,"Left (LHD)","Manual","Rear","Petrol","Original",280000
272122,"MG","MGB","MGB",1979,"Convertible",71,1798,4,"Left (LHD)","Manual","Rear","Petrol","Restored",24900
272194,"Pontiac","Bonneville","Bonneville Safari",1959,"Estate",224,6364,8,"Left (LHD)","Automatic","Rear","Petrol","Original",56500
272221,"Ford","Mustang","Mustang 289",1965,"Convertible",149,4727,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",38900
272233,"Mercedes-Benz","SL-Class","280 SL",1969,"Convertible",125,2778,6,"Left (LHD)","Manual","Rear","Petrol","Original",99900
272239,"Ford","Mustang","Mustang 289",1965,"Convertible",149,4727,8,"Left (LHD)","Automatic","Rear","Petrol","Restored",54500
272242,"Austin-Healey","100","100/6 (BN6)",1959,"Convertible",86,2639,6,"Left (LHD)","Manual","Rear","Petrol","Restored",75900
272250,"FIAT","Uno","Uno 60",1990,"Small car",42,1108,4,"Left (LHD)","Manual","Front","Methanol","Original",1800
272255,"Alfa Romeo","Giulia","Giulia 1600 GT Junior",1975,"Coupe",110,1962,4,"Left (LHD)","Manual","Rear","Petrol","Conversion/ Special",39950
272257,"BMW","3 Series","M3",2009,"Coupe",309,3999,8,"Left (LHD)","Manual","Rear","Petrol","Original",35500
272261,"BMW","5 Series","M5",2008,"Saloon",373,4999,10,"Left (LHD)","Manual","Rear","Petrol","Original",48950
272263,"Mercedes-Benz","SL-Class","SL 500",2001,"Convertible",225,4966,8,"Left (LHD)","Automatic","Rear","Petrol","Authentic",19490
272264,"Datsun","240-Z","240 Z",1972,"Coupe",111,2393,6,"Left (LHD)","Manual","Rear","Petrol","Original",27950
272265,"Ford","Mustang","Mustang 289",1967,"Coupe",168,4727,8,"Left (LHD)","Automatic","Rear","Petrol","Authentic",84500
272266,"Westfield","Seven","Super Seven",1988,"Convertible",60,1566,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",21950
272227,"Alfa Romeo","Giulia","Giulia 1300 TI",1969,"Saloon",60,1290,4,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",13950
272219,"Porsche","944","944 Turbo",1988,"Coupe",162,2449,4,"Left (LHD)","Manual","Rear","Petrol","Original",26500
272216,"Porsche","912","912",1966,"Coupe",66,1582,4,"Left (LHD)","Manual","Rear","Petrol","Original",45000
272214,"Ferrari","F430","F430 Spider",2007,"Convertible",360,4308,8,"Right (RHD)","Manual","Rear","Petrol","Original",155879
272212,"Jaguar","XK","XK 120 FHC",1952,"Coupe",119,3442,6,"Right (RHD)","Manual","Rear","Petrol","Original",149883
230824,"Mercedes-Benz","SL-Class","450 SLC 5,0",1979,"Coupe",177,4973,8,"Left (LHD)","Automatic","Rear","Petrol","Authentic",22990
246550,"Ford","Sierra","Sierra RS Cosworth",1990,"Saloon",150,1993,4,"Left (LHD)","Manual","Rear","Petrol","Original",24480
234660,"Mercedes-Benz","300","300 SEL 6.3",1969,"Saloon",184,6332,8,"Left (LHD)","Automatic","Rear","Petrol","Original",110000
235623,"Maserati","3700 Gti","3700 GTI Sebring",1967,"Coupe",180,3692,6,"Left (LHD)","Manual","Rear","Petrol","Restored",240000
269090,"Porsche","911","911 2.0",1967,"Convertible",96,1991,6,"Left (LHD)","Manual","Rear","Petrol","Restored",149500
234009,"Lancia","Fulvia","Fulvia Sport 1.3 (Zagato)",1968,"Coupe",64,1298,4,"Left (LHD)","Manual","Front","Petrol","Restored",39800
234652,"Lancia","Flavia","Flavia Sport (Zagato)",1963,"Coupe",66,1500,4,"Left (LHD)","Manual","Front","Petrol","Restored",79800
267359,"Aston Martin","DB 6","DB 6 Vantage Volante",1968,"Convertible",243,3995,6,"Left (LHD)","Manual","Rear","Petrol","Restored",685000
256179,"Lagonda","2 Litre","2 Litre Continental Tourer",1931,"Convertible",56,1954,4,"Right (RHD)","Manual","Rear","Petrol","Original",125000
245965,"Jaguar","Mk II","Mk II 3.8",1961,"Saloon",165,3781,6,"Left (LHD)","Manual","Rear","Petrol","Part-Restored",39995
245962,"FIAT","Dino","Dino Spider",1968,"Convertible",118,1987,6,"Left (LHD)","Manual","Rear","Petrol","Restored",116000
246624,"Bentley","3 Litre","3 Litre",1924,"Convertible",51,2996,4,"Right (RHD)","Manual","Rear","Petrol","Authentic",325000
250162,"Jaguar","E-Type","E-Type 3.8",1963,"Coupe",198,3781,6,"Left (LHD)","Manual","Rear","Petrol","Restored",145000
209490,"FIAT","500","500 L",1970,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Restored",10000
208421,"FIAT","500","Ghia 500 Jolly",1969,"Convertible",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Recreation",20000
203556,"FIAT","500","500 F",1970,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Restored",10000
189431,"FIAT","500","500 F",1967,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Restored",10000
209492,"FIAT","500","500 L",1970,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Restored",10000
217999,"FIAT","500","500 F",1970,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Recreation",15000
218002,"FIAT","500","500 L",1971,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Recreation",10000
221285,"FIAT","500","Ghia 500 Jolly",1967,"Convertible",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Restored",20000
272036,"Rolls-Royce","Silver Shadow","Silver Shadow II",1978,"Saloon",147,6750,8,"Right (RHD)","Automatic","Rear","Petrol","Original",38324
190525,"AMS","176","176",1982,"Racing car",129,1298,4,"Centered","Manual","Rear","Petrol","Authentic",45000
272200,"Jaguar","XK","XK 120 OTS",1950,"Convertible",119,3442,6,"Left (LHD)","Manual","Rear","Petrol","Restored",114900
271526,"Volkswagen","Golf","Golf Mk I 1.5",1980,"Saloon",51,1439,4,"Left (LHD)","Manual","Front","Petrol","Original",20500
271523,"Porsche","911","911 Carrera",2001,"Coupe",221,3387,6,"Left (LHD)","Manual","Rear","Petrol","Original",27500
271520,"Volkswagen","K 70","K 70 L 1.6",1972,"Saloon",66,1605,4,"Left (LHD)","Manual","Front","Petrol","Original",12500
271555,"Volvo","760","760 GLE",1982,"Saloon",115,2849,6,"Left (LHD)","Manual","Rear","Petrol","Original",4000
271552,"Porsche","356","356 C 1600 SC",1965,"Coupe",74,1600,4,"Left (LHD)","Manual","Rear","Petrol","Original",110000
271541,"Volkswagen","Type 4","411 E",1972,"Saloon",59,1698,4,"Left (LHD)","Manual","Rear","Petrol","Original",11000
271519,"Peugeot","304","304 SLS",1977,"Saloon",55,1,4,"Left (LHD)","Manual","Front","Petrol","Original",3300
271498,"Volkswagen","Beetle","Beetle 1303 ""Triple White""",1977,"Convertible",37,1584,4,"Left (LHD)","Manual","Rear","Petrol","Original",22550
271540,"Volkswagen","Transporter","T2b pickup",1974,"Pick-up",50,1600,4,"Left (LHD)","Manual","Rear","Petrol","Original",12500
271564,"Pontiac","Fiero","Fiero GT",1988,"Coupe",104,2838,6,"Left (LHD)","Manual","Rear","Petrol","Original",12200
271532,"Wartburg","311","311/1 Luxuslimousine",1958,"Saloon",27,900,3,"Left (LHD)","Manual","Front","Petrol","Original",11000
271545,"Volkswagen","Beetle","Beetle 1200 Anniversary Edition",1985,"Saloon",25,1200,4,"Left (LHD)","Manual","Rear","Petrol","Original",12250
271586,"Rover","800","827i Coupé",1994,"Coupe",125,2675,6,"Left (LHD)","Manual","Front","Petrol","Original",5000
271550,"Subaru","XT","XT Turbo",1986,"Coupe",100,1,4,"Left (LHD)","Manual","4WD","Petrol","Original",4000
271576,"Volvo","PV 544","PV 544 Sport",1965,"Saloon",59,1778,4,"Left (LHD)","Manual","Rear","Petrol","Original",3500
271591,"Volkswagen","Transporter","T1 panel van",1962,"Bus",25,1191,4,"Left (LHD)","Manual","Rear","Petrol","Original",31750
271580,"Mercedes-Benz","SL-Class","SL 500",2001,"Convertible",225,4966,8,"Left (LHD)","Manual","Rear","Petrol","Original",23250
271502,"Mercedes-Benz","C-Class","C 200 Kompressor Sportcoupé",2002,"Coupe",120,1998,4,"Left (LHD)","Manual","Rear","Petrol","Original",13750
271533,"Opel","Manta","Manta 1600 S",1973,"Coupe",59,1584,4,"Left (LHD)","Manual","Rear","Petrol","Original",11000
271518,"Mazda","MX-5","MX-5 2.0",2007,"Convertible",118,1999,4,"Left (LHD)","Manual","Rear","Petrol","Original",12200
271582,"Mercedes-Benz","SL-Class","SL 280",1996,"Convertible",142,2799,6,"Left (LHD)","Manual","Rear","Petrol","Original",18750
271554,"Mercedes-Benz","CLK","CLK 230 Kompressor",2000,"Convertible",145,2295,4,"Left (LHD)","Manual","Rear","Petrol","Original",8750
271577,"Mercedes-Benz","E-Class","200 D",1987,"Saloon",53,1997,4,"Left (LHD)","Manual","Rear","Petrol","Original",4500
271563,"Mercedes-Benz","SL-Class","280 SL",1982,"Convertible",136,2800,6,"Left (LHD)","Manual","Rear","Petrol","Original",32000
271561,"Mercedes-Benz","S-Class","450 SEL",1974,"Saloon",165,4520,8,"Left (LHD)","Automatic","Rear","Petrol","Original",13250
271557,"Mercedes-Benz","SL-Class","SL 350",2003,"Convertible",180,3724,6,"Left (LHD)","Manual","Rear","Petrol","Original",17100
271596,"Mercedes-Benz","123","300 TD",1980,"Estate",65,3000,5,"Left (LHD)","Manual","Rear","Diesel","Original",15500
271583,"Mercedes-Benz","SL-Class","560 SL",1987,"Convertible",170,5547,8,"Left (LHD)","Automatic","Rear","Petrol","Original",21000
271529,"Mercedes-Benz","S-Class","S 320",1999,"Saloon",165,3199,6,"Left (LHD)","Automatic","Rear","Petrol","Original",6750
271569,"Mercedes-Benz","SL-Class","450 SL",1974,"Convertible",141,4520,8,"Left (LHD)","Automatic","Rear","Petrol","Original",16300
271597,"Mercedes-Benz","SL-Class","450 SL",1974,"Convertible",141,4500,8,"Left (LHD)","Automatic","Rear","Petrol","Original",24750
271508,"Maserati","Biturbo","Spyder",1990,"Convertible",180,1996,6,"Left (LHD)","Manual","Rear","Petrol","Original",19000
271503,"FIAT","500","Ghia 500 Jolly",1968,"Convertible",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",21500
271534,"Jaguar","XJ","Sovereign 3.6",1987,"Saloon",135,3590,6,"Left (LHD)","Automatic","Rear","Petrol","Original",9900
271578,"FIAT","500","Ghia 500 Jolly",1966,"Convertible",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",21000
271575,"Lancia","Beta","Beta Coupe 1600",1975,"Coupe",74,1585,4,"Left (LHD)","Manual","Front","Petrol","Original",8000
271566,"Innocenti","950","950 Spider",1961,"Convertible",32,950,4,"Left (LHD)","Manual","Rear","Petrol","Original",3850
271548,"Ford","Capri","Capri 2,3",1978,"Coupe",79,1600,6,"Left (LHD)","Manual","Rear","Petrol","Original",12250
271592,"Lincoln","Continental","Continental V12",1948,"Convertible",96,4785,12,"Left (LHD)","Manual","Rear","Petrol","Original",56500
271553,"Lancia","Flavia","Flavia 1.8 (Pininfarina)",1966,"Coupe",68,1800,4,"Left (LHD)","Manual","Front","Petrol","Original",26500
271510,"Lancia","Fulvia","Fulvia 1.3 S",1974,"Coupe",66,1298,4,"Left (LHD)","Manual","Front","Petrol","Original",22000
271546,"FIAT","500","500 F",1972,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",8000
271574,"Honda","Z","Z 600",1972,"Coupe",24,598,2,"Left (LHD)","Manual","Front","Petrol","Original",14000
271513,"Honda","Civic","Civic",1978,"Saloon",44,1238,4,"Left (LHD)","Manual","Front","Petrol","Original",5000
271573,"FIAT","124","124 Vignale Coupé Eveline",1968,"Coupe",44,1197,4,"Left (LHD)","Manual","Rear","Petrol","Original",18000
271515,"Jeep","Wrangler","Wrangler 2.5L",1989,"4x4",88,3,4,"Left (LHD)","Manual","4WD","Petrol","Original",19700
271572,"FIAT","1100","1100-103 E TV",1956,"Saloon",39,1089,4,"Left (LHD)","Manual","Rear","Petrol","Original",27500
271522,"Bentley","Mulsanne","Mulsanne Turbo",1984,"Saloon",220,6750,8,"Left (LHD)","Manual","Rear","Petrol","Original",16500
271543,"BMW","Z4","Z4 3.0i",2003,"Convertible",170,2979,6,"Left (LHD)","Manual","Rear","Petrol","Original",14400
271516,"Citroën","2 CV","2 CV 6",1982,"Convertible",21,602,2,"Left (LHD)","Manual","Front","Petrol","Original",4500
271525,"Cadillac","Eldorado","Fleetwood Eldorado Convertible",1972,"Convertible",175,8200,8,"Left (LHD)","Automatic","Front","Petrol","Original",17600
271588,"Chevrolet","Caprice","Caprice Classic",1982,"Estate",125,5632,8,"Left (LHD)","Manual","Rear","Petrol","Original",13250
271558,"Alfa Romeo","Giulia","Giulia 1300",1970,"Saloon",57,1300,4,"Left (LHD)","Manual","Rear","Petrol","Original",14000
271509,"Chevrolet","Corvette","Corvette Stingray",1976,"Coupe",134,5733,8,"Left (LHD)","Automatic","Rear","Petrol","Original",18250
271568,"Chevrolet","Corvette","Corvette Sting Ray",1964,"Coupe",276,5359,8,"Left (LHD)","Manual","Rear","Petrol","Original",83000
271530,"Chevrolet","Corvette","Corvette Stingray",1971,"Coupe",202,5733,8,"Left (LHD)","Automatic","Rear","Petrol","Original",26000
271544,"BMW","Z4","Z4 2.2i",2004,"Convertible",125,2204,6,"Left (LHD)","Manual","Rear","Petrol","Original",12750
271506,"Citroën","DS","DS 19",1967,"Saloon",68,1985,4,"Left (LHD)","Manual","Front","Petrol","Original",27000
271535,"Cadillac","Series 60","60 Special Fleetwood",1940,"Saloon",99,1,8,"Left (LHD)","Manual","Rear","Petrol","Original",32500
271514,"Citroën","Dyane","Dyane 6",1977,"Saloon",24,602,2,"Left (LHD)","Manual","Front","Petrol","Original",8500
271560,"ALPINA","B9","B9 3.5",1983,"Saloon",180,3430,6,"Left (LHD)","Manual","Rear","Petrol","Original",47000
271536,"BMW","8 Series","850Ci",1994,"Coupe",221,4988,12,"Left (LHD)","Manual","Rear","Petrol","Original",22000
271497,"Chevrolet","Corvette","Corvette Sting Ray",1980,"Coupe",141,5733,8,"Left (LHD)","Manual","Rear","Petrol","Original",14000
272199,"Volkswagen","Beetle","Beetle 1303 LS",1978,"Convertible",37,1584,4,"Left (LHD)","Manual","Rear","Petrol","Authentic",25999
272198,"Maserati","Sebring","Sebring",1963,"Coupe",173,3485,6,"Left (LHD)","Manual","Rear","Petrol","Original",189900
247750,"Mercedes-Benz","SL-Class","560 SL",1985,"Convertible",169,5547,8,"Left (LHD)","Automatic","Rear","Petrol","Original",39500
250662,"Porsche","718","718 RSK 1600 Spyder",1976,"Convertible",118,1192,4,"Left (LHD)","Manual","Rear","Petrol","Recreation",61000
250238,"Alfa Romeo","Spider","1.6 Spider",1991,"Convertible",79,1570,4,"Left (LHD)","Manual","Rear","Petrol","Original",25000
250087,"Porsche","911","911 Carrera 4",1991,"Convertible",184,3600,6,"Left (LHD)","Manual","4WD","Petrol","Original",69000
248602,"Mercedes-Benz","SL-Class","230 SL",1965,"Convertible",110,2308,6,"Left (LHD)","Manual","Rear","Petrol","Original",105000
246710,"ISO","Fidia","Rivolta Fidia",1972,"Saloon",224,5736,8,"Left (LHD)","Manual","Rear","Petrol","Original",138000
248613,"Porsche","911","911 Carrera",1994,"Coupe",200,3600,6,"Left (LHD)","Manual","Rear","Petrol","Original",93000
245927,"Porsche","911","911 SC 3.0",1979,"Coupe",132,2994,6,"Left (LHD)","Manual","Rear","Petrol","Original",69000
247814,"Abarth","500","500 Assetto Corse",2008,"Small car",151,1368,4,"Left (LHD)","Manual","Front","Petrol","Original",48000
246246,"FIAT","500","500 F",1970,"Saloon",13,500,2,"Left (LHD)","Manual","Rear","Petrol","Original",11000
243081,"Lancia","Flaminia","Flaminia GT 3C 2.5 Convertible",1963,"Convertible",103,2458,6,"Left (LHD)","Manual","Rear","Petrol","Original",190000
245271,"Abarth","1000","1000 Bialbero “Record Monza”",1962,"Coupe",55,982,4,"Left (LHD)","Manual","Rear","Petrol","Original",230000
225788,"Porsche","Cayenne","Cayenne S Diesel",2017,"4x4",283,4134,8,"Left (LHD)","Automatic","4WD","Petrol","Original",60000
241558,"Mercedes-Benz","190","190 E 2.3-16",1985,"Saloon",125,2300,4,"Left (LHD)","Manual","Rear","Petrol","Original",43800
245521,"Abarth","1300","Fiat 1300 Scorpione",1970,"Coupe",55,1280,4,"Left (LHD)","Manual","Rear","Petrol","Original",88000
211656,"Alfa Romeo","Alfetta","Alfetta GTV 2.0 Turbodelta",1979,"Coupe",129,2000,4,"Left (LHD)","Manual","Rear","Petrol","Original",145000
236391,"FIAT","500","500 D",1963,"Saloon",13,499,2,"Left (LHD)","Manual","Rear","Petrol","Original",20500
227750,"Triumph","TR 3","TR 3A",1958,"Convertible",74,1996,4,"Left (LHD)","Manual","Rear","Petrol","Original",51000
237154,"Alfa Romeo","156","156 2.0 Competizione",2001,"Saloon",114,1970,4,"Left (LHD)","Manual","Front","Petrol","Original",24900
237075,"Mercedes-Benz","S-Class","420 SE",1987,"Saloon",160,4196,8,"Left (LHD)","Automatic","Rear","Petrol","Original",25500
236385,"Lancia","Beta","Beta Montecarlo",1980,"Coupe",88,1995,4,"Left (LHD)","Manual","Rear","Petrol","Original",24800
223661,"Alfa Romeo","1900","1900 C Super Sprint Touring",1954,"Coupe",85,1975,4,"Left (LHD)","Manual","Rear","Petrol","Original",255000
227628,"Maserati","Merak","Merak",1973,"Coupe",140,3000,6,"Left (LHD)","Manual","Rear","Petrol","Original",86000
272058,"Opel","Kadett","Kadett 1,2",1979,"Coupe",38,1187,4,"Left (LHD)","Manual","Rear","Petrol","Original",12950
272059,"Mercedes-Benz","300","300 b Cabriolet D",1953,"Convertible",92,2996,6,"Right (RHD)","Manual","Rear","Petrol","Original",203598
272054,"Bentley","Continental","Continental SC Sedanca",1999,"Coupe",313,6750,8,"Right (RHD)","Automatic","Rear","Petrol","Original",182040
272057,"Bentley","Continental GT","Continental GT Supersports",2011,"Coupe",463,5998,12,"Right (RHD)","Automatic","4WD","Petrol","Original",67666
272063,"Mercedes-Benz","SL-Class","190 SL",1957,"Convertible",77,1897,4,"Left (LHD)","Manual","Rear","Petrol","Original",199950
272191,"Jeep","Wrangler","Wrangler 4.0",1996,"4x4",131,3964,6,"Left (LHD)","Manual","4WD","Petrol","Original",12900
272193,"Maserati","Ghibli","Ghibli",1968,"Coupe",228,4719,8,"Left (LHD)","Manual","Rear","Petrol","Original",165000
272123,"Porsche","911","911 2.7 S",1973,"Coupe",118,2687,6,"Left (LHD)","Manual","Rear","Petrol","Original",180000
